col_1,Stage,Sub-Stage,Item,Well Type,Requirement - under either EPA's UIC Class VI or potentially,Adjust Capital Cost to Last Year of Permitting,Capitalize or Expense,Depreciation Category,"Well-Drilling, Monitoring, or Labor (as categorized in model","For Fin. Resp.: Corr. Action, Inject. Well Plug. or Em. & Re",Financial Responsibility Category,Categories for Detailed Cost Breakdown,Cost Component Name,Quantity,Units,Multiplier,Multiplier Units,Cost Component Name,Quantity,Units,Multiplier,Multiplier Units,Cost Component Name,Quantity
568,Permitting & Site Construction,4.5 Fluid Recovery:,Cost of fluid samples,Paired Above Seal (uses In Res sched. for dual horiz. samp.),"Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Ab Seal,,,,,,,,,,,,
569,Permitting & Site Construction,4.5 Fluid Recovery:,Cost of fluid samples,Paired In Reservoir (Dual Horizon Sampling),"Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
570,Permitting & Site Construction,4.5 Fluid Recovery:,Cost of fluid samples,Secondary Dual Completion,"Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
571,Operations,4.5 Fluid Recovery:,Cost of fluid samples,"Satellite 1, Well 1: In Reservoir","Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
572,Operations,4.5 Fluid Recovery:,Cost of fluid samples,"Satellite 1, Well 2: Dual Completion","Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
573,Operations,4.5 Fluid Recovery:,Cost of fluid samples,Satellite 1 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Prod,,,,,,,,,,,,
574,Operations,4.5 Fluid Recovery:,Cost of fluid samples,Satellite 1 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Disp,,,,,,,,,,,,
575,Operations,4.5 Fluid Recovery:,Cost of fluid samples,"Satellite 2, Well 1: Dual Completion","Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
576,Operations,4.5 Fluid Recovery:,Cost of fluid samples,"Satellite 2, Well 2: Dual Completion","Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
577,Operations,4.5 Fluid Recovery:,Cost of fluid samples,Satellite 2 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Prod,,,,,,,,,,,,
578,Operations,4.5 Fluid Recovery:,Cost of fluid samples,Satellite 2 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Disp,,,,,,,,,,,,
579,Operations,4.5 Fluid Recovery:,Cost of fluid samples,"Satellite 3, Well 1: Above Seal","Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Ab Seal,,,,,,,,,,,,
580,Operations,4.5 Fluid Recovery:,Cost of fluid samples,"Satellite 3, Well 2: In Reservoir","Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
581,Operations,4.5 Fluid Recovery:,Cost of fluid samples,Satellite 3 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Prod,,,,,,,,,,,,
582,Operations,4.5 Fluid Recovery:,Cost of fluid samples,Satellite 3 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Disp,,,,,,,,,,,,
583,Operations,4.5 Fluid Recovery:,Cost of fluid samples,"Satellite 4, Well 1: In Reservoir","Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
584,Operations,4.5 Fluid Recovery:,Cost of fluid samples,"Satellite 4, Well 2: In Reservoir","Yes, § 146.87(b) and  § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
585,Operations,4.5 Fluid Recovery:,Cost of fluid samples,Satellite 4 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Prod,,,,,,,,,,,,
586,Operations,4.5 Fluid Recovery:,Cost of fluid samples,Satellite 4 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Disp,,,,,,,,,,,,
587,Site Selection & Site Characterization,4.6 Well Tests:,Total cost of all well tests,Strat Test,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Strat,,,,,,,,,,,,
588,Operations,4.6 Well Tests:,Total cost of all well tests,Injection,?,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Inject,,,,,,,,,,,,
589,Operations,4.6 Well Tests:,Total cost of all well tests,Convert to Injection,?,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Inject,,,,,,,,,,,,
590,Operations,4.6 Well Tests:,Total cost of all well tests,Primary Above Seal,"Yes, § 146.90(f) and § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Ab Seal,,,,,,,,,,,,
591,Operations,4.6 Well Tests:,Total cost of all well tests,Convert to Above Seal,"Yes, § 146.90(f) and § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Ab Seal,,,,,,,,,,,,
592,Operations,4.6 Well Tests:,Total cost of all well tests,Dual Completion,"Yes, § 146.90(f) and § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
593,Operations,4.6 Well Tests:,Total cost of all well tests,Paired Above Seal (uses In Res sched. for dual horiz. samp.),"Yes, § 146.90(f) and § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Ab Seal,,,,,,,,,,,,
594,Operations,4.6 Well Tests:,Total cost of all well tests,Paired In Reservoir (Dual Horizon Sampling),"Yes, § 146.90(f) and § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
595,Operations,4.6 Well Tests:,Total cost of all well tests,Secondary Dual Completion,"Yes, § 146.90(f) and § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
596,Operations,4.6 Well Tests:,Total cost of all well tests,"Satellite 1, Well 1: In Reservoir","Yes, § 146.90(f) and § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
597,Operations,4.6 Well Tests:,Total cost of all well tests,"Satellite 1, Well 1: Conv. Strat to In Reservoir","Yes, § 146.90(f) and § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
598,Operations,4.6 Well Tests:,Total cost of all well tests,"Satellite 1, Well 2: Dual Completion","Yes, § 146.90(f) and § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
599,Operations,4.6 Well Tests:,Total cost of all well tests,"Satellite 1, Well 2: Conv. Strat to Dual Completion","Yes, § 146.90(f) and § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
600,Operations,4.6 Well Tests:,Total cost of all well tests,Satellite 1 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Prod,,,,,,,,,,,,
601,Operations,4.6 Well Tests:,Total cost of all well tests,Satellite 1 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Disp,,,,,,,,,,,,
602,Operations,4.6 Well Tests:,Total cost of all well tests,"Satellite 2, Well 1: Dual Completion","Yes, § 146.90(f) and § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
603,Operations,4.6 Well Tests:,Total cost of all well tests,"Satellite 2, Well 1: Conv. Strat to Dual Completion","Yes, § 146.90(f) and § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
604,Operations,4.6 Well Tests:,Total cost of all well tests,"Satellite 2, Well 2: Dual Completion","Yes, § 146.90(f) and § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
605,Operations,4.6 Well Tests:,Total cost of all well tests,"Satellite 2, Well 2: Conv. Strat to Dual Completion","Yes, § 146.90(f) and § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
606,Operations,4.6 Well Tests:,Total cost of all well tests,Satellite 2 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Prod,,,,,,,,,,,,
607,Operations,4.6 Well Tests:,Total cost of all well tests,Satellite 2 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Disp,,,,,,,,,,,,
608,Operations,4.6 Well Tests:,Total cost of all well tests,"Satellite 3, Well 1: Above Seal","Yes, § 146.90(f) and § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Ab Seal,,,,,,,,,,,,
609,Operations,4.6 Well Tests:,Total cost of all well tests,"Satellite 3, Well 1: Conv. Strat to Above Seal","Yes, § 146.90(f) and § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Ab Seal,,,,,,,,,,,,
610,Operations,4.6 Well Tests:,Total cost of all well tests,"Satellite 3, Well 2: In Reservoir","Yes, § 146.90(f) and § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
611,Operations,4.6 Well Tests:,Total cost of all well tests,"Satellite 3, Well 2: Conv. Strat to In Reservoir","Yes, § 146.90(f) and § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
612,Operations,4.6 Well Tests:,Total cost of all well tests,Satellite 3 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Prod,,,,,,,,,,,,
613,Operations,4.6 Well Tests:,Total cost of all well tests,Satellite 3 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Disp,,,,,,,,,,,,
614,Operations,4.6 Well Tests:,Total cost of all well tests,"Satellite 4, Well 1: In Reservoir","Yes, § 146.90(f) and § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
615,Operations,4.6 Well Tests:,Total cost of all well tests,"Satellite 4, Well 1: Conv. Strat to In Reservoir","Yes, § 146.90(f) and § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
616,Operations,4.6 Well Tests:,Total cost of all well tests,"Satellite 4, Well 2: In Reservoir","Yes, § 146.90(f) and § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
617,Operations,4.6 Well Tests:,Total cost of all well tests,"Satellite 4, Well 2: Conv. Strat to In Reservoir","Yes, § 146.90(f) and § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
618,Operations,4.6 Well Tests:,Total cost of all well tests,Satellite 4 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Prod,,,,,,,,,,,,
619,Operations,4.6 Well Tests:,Total cost of all well tests,Satellite 4 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Disp,,,,,,,,,,,,
620,Site Selection & Site Characterization,4.7 Well Seismic:,Costs of VSP for characterization,Strat Test,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Strat,,,,,,,,,,,,
621,Permitting & Site Construction,4.7 Well Seismic:,Costs of VSP for characterization,Injection,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Inject,,,,,,,,,,,,
622,Permitting & Site Construction,4.7 Well Seismic:,Costs of VSP for characterization,Primary Above Seal,"No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Ab Seal,,,,,,,,,,,,
623,Permitting & Site Construction,4.7 Well Seismic:,Costs of VSP for characterization,Dual Completion,"No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
624,Permitting & Site Construction,4.7 Well Seismic:,Costs of VSP for characterization,Paired Above Seal (uses In Res sched. for dual horiz. samp.),"No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Ab Seal,,,,,,,,,,,,
625,Permitting & Site Construction,4.7 Well Seismic:,Costs of VSP for characterization,Paired In Reservoir (Dual Horizon Sampling),"No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
626,Permitting & Site Construction,4.7 Well Seismic:,Costs of VSP for characterization,Secondary Dual Completion,"No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
627,Operations,4.7 Well Seismic:,Costs of VSP for characterization,"Satellite 1, Well 1: In Reservoir","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
628,Operations,4.7 Well Seismic:,Costs of VSP for characterization,"Satellite 1, Well 2: Dual Completion","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
629,Operations,4.7 Well Seismic:,Costs of VSP for characterization,Satellite 1 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Prod,,,,,,,,,,,,
630,Operations,4.7 Well Seismic:,Costs of VSP for characterization,Satellite 1 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Disp,,,,,,,,,,,,
631,Operations,4.7 Well Seismic:,Costs of VSP for characterization,"Satellite 2, Well 1: Dual Completion","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
632,Operations,4.7 Well Seismic:,Costs of VSP for characterization,"Satellite 2, Well 2: Dual Completion","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
633,Operations,4.7 Well Seismic:,Costs of VSP for characterization,Satellite 2 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Prod,,,,,,,,,,,,
634,Operations,4.7 Well Seismic:,Costs of VSP for characterization,Satellite 2 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Disp,,,,,,,,,,,,
635,Operations,4.7 Well Seismic:,Costs of VSP for characterization,"Satellite 3, Well 1: Above Seal","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Ab Seal,,,,,,,,,,,,
636,Operations,4.7 Well Seismic:,Costs of VSP for characterization,"Satellite 3, Well 2: In Reservoir","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
637,Operations,4.7 Well Seismic:,Costs of VSP for characterization,Satellite 3 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Prod,,,,,,,,,,,,
638,Operations,4.7 Well Seismic:,Costs of VSP for characterization,Satellite 3 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Disp,,,,,,,,,,,,
639,Operations,4.7 Well Seismic:,Costs of VSP for characterization,"Satellite 4, Well 1: In Reservoir","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
640,Operations,4.7 Well Seismic:,Costs of VSP for characterization,"Satellite 4, Well 2: In Reservoir","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
641,Operations,4.7 Well Seismic:,Costs of VSP for characterization,Satellite 4 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Prod,,,,,,,,,,,,
642,Operations,4.7 Well Seismic:,Costs of VSP for characterization,Satellite 4 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Disp,,,,,,,,,,,,
643,Site Selection & Site Characterization,4.8 Analysis:,Total cost of reservoir analysis,Strat Test,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Strat,,,,,,,,,,,,
644,Permitting & Site Construction,4.8 Analysis:,Total cost of reservoir analysis,Injection,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Inject,,,,,,,,,,,,
645,Permitting & Site Construction,4.8 Analysis:,Total cost of reservoir analysis,Primary Above Seal,"No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Ab Seal,,,,,,,,,,,,
646,Permitting & Site Construction,4.8 Analysis:,Total cost of reservoir analysis,Dual Completion,"No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
647,Permitting & Site Construction,4.8 Analysis:,Total cost of reservoir analysis,Paired Above Seal (uses In Res sched. for dual horiz. samp.),"No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Ab Seal,,,,,,,,,,,,
648,Permitting & Site Construction,4.8 Analysis:,Total cost of reservoir analysis,Paired In Reservoir (Dual Horizon Sampling),"No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
649,Permitting & Site Construction,4.8 Analysis:,Total cost of reservoir analysis,Secondary Dual Completion,"No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
650,Operations,4.8 Analysis:,Total cost of reservoir analysis,"Satellite 1, Well 1: In Reservoir","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
651,Operations,4.8 Analysis:,Total cost of reservoir analysis,"Satellite 1, Well 2: Dual Completion","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
652,Operations,4.8 Analysis:,Total cost of reservoir analysis,Satellite 1 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Prod,,,,,,,,,,,,
653,Operations,4.8 Analysis:,Total cost of reservoir analysis,Satellite 1 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Disp,,,,,,,,,,,,
654,Operations,4.8 Analysis:,Total cost of reservoir analysis,"Satellite 2, Well 1: Dual Completion","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
655,Operations,4.8 Analysis:,Total cost of reservoir analysis,"Satellite 2, Well 2: Dual Completion","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Dual Comp,,,,,,,,,,,,
656,Operations,4.8 Analysis:,Total cost of reservoir analysis,Satellite 2 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Prod,,,,,,,,,,,,
657,Operations,4.8 Analysis:,Total cost of reservoir analysis,Satellite 2 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Disp,,,,,,,,,,,,
658,Operations,4.8 Analysis:,Total cost of reservoir analysis,"Satellite 3, Well 1: Above Seal","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Ab Seal,,,,,,,,,,,,
659,Operations,4.8 Analysis:,Total cost of reservoir analysis,"Satellite 3, Well 2: In Reservoir","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
660,Operations,4.8 Analysis:,Total cost of reservoir analysis,Satellite 3 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Prod,,,,,,,,,,,,
661,Operations,4.8 Analysis:,Total cost of reservoir analysis,Satellite 3 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Disp,,,,,,,,,,,,
662,Operations,4.8 Analysis:,Total cost of reservoir analysis,"Satellite 4, Well 1: In Reservoir","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
663,Operations,4.8 Analysis:,Total cost of reservoir analysis,"Satellite 4, Well 2: In Reservoir","No, but the well is § 146.90",Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-In Res,,,,,,,,,,,,
664,Operations,4.8 Analysis:,Total cost of reservoir analysis,Satellite 4 - Water Production,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Prod,,,,,,,,,,,,
665,Operations,4.8 Analysis:,Total cost of reservoir analysis,Satellite 4 - Water Disposal,No,Yes,Capital,Wells,Well-Drilling,Not Incl,Not Incl,Well Data-Wat Disp,,,,,,,,,,,,
666,Site Selection & Site Characterization,4.9 Completion:,Total Other Completion Costs,Strat Test,"Some, § 146.86 (b) (1)",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Wel D&C Other-Strat,,,,,,,,,,,,
667,Permitting & Site Construction,4.9 Completion:,Total Misc. Well Equip. Costs,Injection,No,No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well Equip-Inject,,,,,,,,,,,,
668,Permitting & Site Construction,4.9 Completion:,Total Misc. Well Equip. Costs,Convert to Injection,No,No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well Equip-Inject,,,,,,,,,,,,
669,Permitting & Site Construction,4.9 Completion:,Total Misc. Well Equip. Costs,Primary Above Seal,"No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well Equip-Ab Seal,,,,,,,,,,,,
670,Permitting & Site Construction,4.9 Completion:,Total Misc. Well Equip. Costs,Convert to Above Seal,"No, but the well is § 146.90",No,Expense,Expense,Well-Drilling,Not Incl,Not Incl,Well Equip-Ab Seal,,,,,,,,,,,,
